1000.000	6602.424	-1754.557
1059.254	6580.809	-1674.073
1122.018	6558.574	-1597.000
1188.502	6538.465	-1523.438
1258.925	6519.013	-1453.934
1333.521	6500.621	-1386.772
1412.538	6482.612	-1323.778
1496.236	6465.515	-1263.216
1584.893	6449.086	-1205.681
1678.804	6433.426	-1150.463
1778.279	6418.152	-1098.292
1883.649	6403.951	-1046.961
1995.262	6390.176	-1000.755
2113.489	6378.313	-955.239
2238.721	6365.400	-911.359
2371.374	6353.313	-869.766
2511.886	6341.672	-829.680
2660.725	6330.957	-791.862
2818.383	6320.566	-756.506
2985.383	6310.043	-723.273
3162.278	6299.711	-690.540
3349.654	6290.697	-660.926
3548.134	6281.195	-631.322
3758.374	6274.680	-602.638
3981.072	6266.285	-574.185
4216.965	6258.602	-550.288
4466.836	6251.102	-525.991
4731.513	6242.750	-501.588
5011.872	6236.633	-479.541
5308.844	6229.633	-458.918
5623.413	6222.541	-439.054
5956.621	6216.273	-419.876
6309.573	6208.275	-402.258
6683.439	6205.863	-385.506
7079.458	6199.355	-367.981
7498.942	6194.117	-349.734
7943.282	6188.922	-335.222
8413.951	6182.867	-321.139
8912.509	6177.453	-305.763
9440.609	6175.457	-296.676
10000.000	6169.672	-280.795
10592.537	6165.752	-270.131
11220.185	6162.143	-257.581
11885.022	6159.316	-249.622
12589.254	6155.687	-236.431
13335.214	6150.932	-226.893
14125.375	6146.002	-218.382
14962.357	6145.254	-209.262
15848.932	6143.418	-199.928
16788.040	6138.574	-190.533
17782.794	6138.090	-184.041
18836.491	6134.314	-175.768
19952.623	6131.586	-168.774
21134.890	6128.992	-162.270
22387.211	6127.578	-154.042
23713.737	6125.754	-149.036
25118.864	6123.168	-143.214
26607.251	6122.314	-139.148
28183.829	6120.361	-133.964
29853.826	6119.537	-129.931
31622.777	6118.547	-123.880
33496.544	6115.736	-120.012
35481.339	6115.416	-116.655
37583.740	6114.049	-113.338
39810.717	6112.846	-109.722
42169.650	6112.398	-108.367
44668.359	6111.998	-107.058
47315.126	6110.430	-101.893
50118.723	6109.283	-99.392
53088.444	6109.326	-98.981
56234.133	6108.273	-97.608
59566.214	6108.369	-96.782
63095.734	6107.035	-96.586
66834.392	6106.617	-96.169
70794.578	6106.502	-94.990
74989.421	6105.941	-94.518
79432.823	6104.617	-94.836
84139.514	6104.781	-95.210
89125.094	6104.328	-95.154
94406.088	6103.359	-96.857
100000.000	6102.924	-97.598
105925.373	6102.771	-100.850
112201.845	6102.066	-102.421
118850.223	6101.908	-104.585
125892.541	6102.004	-106.847
133352.143	6100.906	-111.193
141253.754	6101.820	-114.704
149623.566	6100.922	-118.763
158489.319	6100.988	-121.630
167880.402	6101.398	-127.260
177827.941	6099.703	-130.775
188364.909	6098.971	-137.228
199526.231	6098.998	-144.091
211348.904	6098.104	-149.641
223872.114	6098.189	-155.978
237137.371	6097.305	-164.204
251188.643	6095.887	-170.495
266072.506	6095.387	-178.357
281838.293	6094.723	-187.538
298538.262	6094.225	-197.824
316227.766	6093.979	-207.635
334965.439	6092.771	-218.111
354813.389	6091.402	-229.190
375837.404	6089.574	-242.162
398107.171	6088.750	-254.649
421696.503	6087.402	-268.856
446683.592	6085.539	-283.580
473151.259	6083.535	-298.647
501187.234	6081.400	-315.301
530884.444	6079.762	-332.962
562341.325	6075.977	-352.043
595662.144	6074.191	-370.560
630957.344	6070.684	-391.132
668343.918	6067.078	-414.287
707945.784	6063.254	-436.663
749894.209	6059.137	-459.841
794328.235	6054.410	-485.859
841395.142	6048.869	-514.313
891250.938	6043.082	-543.486
944060.876	6036.830	-574.212
1000000.000	6029.566	-605.910
1059253.725	6021.375	-639.957
1122018.454	6012.908	-675.053
1188502.227	6002.434	-712.014
1258925.412	5991.707	-751.020
1333521.432	5978.729	-794.157
1412537.545	5966.000	-837.545
1496235.656	5951.635	-882.683
1584893.192	5935.010	-931.453
1678804.018	5916.861	-981.348
1778279.410	5897.592	-1034.756
1883649.089	5874.529	-1090.600
1995262.315	5850.242	-1148.762
2113489.040	5822.312	-1209.537
2238721.139	5792.484	-1272.659
2371373.706	5758.539	-1337.845
2511886.432	5723.000	-1405.912
2660725.060	5685.254	-1478.419
2818382.931	5637.869	-1553.501
2985382.619	5588.520	-1627.575
3162277.660	5534.883	-1706.201
3349654.392	5474.195	-1785.485
3548133.892	5410.028	-1864.234
3758374.043	5340.781	-1945.570
3981071.706	5265.803	-2027.867
4216965.034	5185.422	-2111.895
4466835.922	5098.136	-2194.466
4731512.590	5007.606	-2276.378
5011872.336	4913.727	-2365.769
5308844.442	4800.360	-2466.326
5623413.252	4663.808	-2548.239
5956621.435	4528.930	-2618.445
6309573.445	4390.517	-2683.515
6683439.176	4245.889	-2740.363
7079457.844	4100.354	-2792.289
7498942.093	3949.664	-2841.122
7943282.347	3794.211	-2882.306
8413951.416	3635.829	-2918.005
8912509.381	3472.363	-2947.937
9440608.763	3305.691	-2968.919
10000000.000	3135.408	-2982.812
10592537.252	2959.421	-2995.576
11220184.543	2770.840	-2971.557
11885022.274	2604.326	-2943.014
12589254.118	2444.232	-2911.856
13335214.322	2284.122	-2877.221
