4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.340441e+03	-6.491256e+03	8.340441e+03	0.000000e+00
1.05925400000e+03	8.281418e+03	-6.164914e+03	8.281418e+03	0.000000e+00
1.12201800000e+03	8.226705e+03	-5.867172e+03	8.226705e+03	0.000000e+00
1.18850200000e+03	8.174557e+03	-5.588265e+03	8.174557e+03	0.000000e+00
1.25892500000e+03	8.124937e+03	-5.325059e+03	8.124937e+03	0.000000e+00
1.33352100000e+03	8.077555e+03	-5.075540e+03	8.077555e+03	0.000000e+00
1.41253800000e+03	8.031981e+03	-4.837901e+03	8.031981e+03	0.000000e+00
1.49623600000e+03	7.989047e+03	-4.610768e+03	7.989047e+03	0.000000e+00
1.58489300000e+03	7.948100e+03	-4.396703e+03	7.948100e+03	0.000000e+00
1.67880400000e+03	7.909074e+03	-4.191595e+03	7.909074e+03	0.000000e+00
1.77827900000e+03	7.872521e+03	-3.996641e+03	7.872521e+03	0.000000e+00
1.88364900000e+03	7.836727e+03	-3.810957e+03	7.836727e+03	0.000000e+00
1.99526200000e+03	7.802425e+03	-3.633562e+03	7.802425e+03	0.000000e+00
2.11348900000e+03	7.769596e+03	-3.466033e+03	7.769596e+03	0.000000e+00
2.23872100000e+03	7.738880e+03	-3.305500e+03	7.738880e+03	0.000000e+00
2.37137400000e+03	7.708940e+03	-3.153261e+03	7.708940e+03	0.000000e+00
2.51188600000e+03	7.681096e+03	-3.008669e+03	7.681096e+03	0.000000e+00
2.66072500000e+03	7.653213e+03	-2.870847e+03	7.653213e+03	0.000000e+00
2.81838300000e+03	7.626361e+03	-2.739659e+03	7.626361e+03	0.000000e+00
2.98538300000e+03	7.601189e+03	-2.614940e+03	7.601189e+03	0.000000e+00
3.16227800000e+03	7.576480e+03	-2.495105e+03	7.576480e+03	0.000000e+00
3.34965400000e+03	7.552330e+03	-2.382668e+03	7.552330e+03	0.000000e+00
3.54813400000e+03	7.531519e+03	-2.275002e+03	7.531519e+03	0.000000e+00
3.75837400000e+03	7.508671e+03	-2.173843e+03	7.508671e+03	0.000000e+00
3.98107200000e+03	7.487312e+03	-2.077458e+03	7.487312e+03	0.000000e+00
4.21696500000e+03	7.467038e+03	-1.983863e+03	7.467038e+03	0.000000e+00
4.46683600000e+03	7.446574e+03	-1.897215e+03	7.446574e+03	0.000000e+00
4.73151300000e+03	7.426827e+03	-1.814030e+03	7.426827e+03	0.000000e+00
5.01187200000e+03	7.407817e+03	-1.736762e+03	7.407817e+03	0.000000e+00
5.30884400000e+03	7.389754e+03	-1.660951e+03	7.389754e+03	0.000000e+00
5.62341300000e+03	7.370838e+03	-1.590320e+03	7.370838e+03	0.000000e+00
5.95662100000e+03	7.352161e+03	-1.523934e+03	7.352161e+03	0.000000e+00
6.30957300000e+03	7.334908e+03	-1.460458e+03	7.334908e+03	0.000000e+00
6.68343900000e+03	7.318297e+03	-1.399705e+03	7.318297e+03	0.000000e+00
7.07945800000e+03	7.298450e+03	-1.339919e+03	7.298450e+03	0.000000e+00
7.49894200000e+03	7.282482e+03	-1.286907e+03	7.282482e+03	0.000000e+00
7.94328200000e+03	7.265730e+03	-1.235802e+03	7.265730e+03	0.000000e+00
8.41395100000e+03	7.248482e+03	-1.185219e+03	7.248482e+03	0.000000e+00
8.91250900000e+03	7.231365e+03	-1.141178e+03	7.231365e+03	0.000000e+00
9.44060900000e+03	7.214611e+03	-1.095796e+03	7.214611e+03	0.000000e+00
1.00000000000e+04	7.199107e+03	-1.050718e+03	7.199107e+03	0.000000e+00
1.05925370000e+04	7.181116e+03	-1.011403e+03	7.181116e+03	0.000000e+00
1.12201850000e+04	7.164688e+03	-9.712134e+02	7.164688e+03	0.000000e+00
1.18850220000e+04	7.149306e+03	-9.344756e+02	7.149306e+03	0.000000e+00
