4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.276910e+03	-6.558986e+03	8.276910e+03	0.000000e+00
1.05925400000e+03	8.222992e+03	-6.224696e+03	8.222992e+03	0.000000e+00
1.12201800000e+03	8.172229e+03	-5.921205e+03	8.172229e+03	0.000000e+00
1.18850200000e+03	8.123781e+03	-5.635871e+03	8.123781e+03	0.000000e+00
1.25892500000e+03	8.077774e+03	-5.368300e+03	8.077774e+03	0.000000e+00
1.33352100000e+03	8.033818e+03	-5.113455e+03	8.033818e+03	0.000000e+00
1.41253800000e+03	7.991585e+03	-4.872167e+03	7.991585e+03	0.000000e+00
1.49623600000e+03	7.951648e+03	-4.641643e+03	7.951648e+03	0.000000e+00
1.58489300000e+03	7.913038e+03	-4.423307e+03	7.913038e+03	0.000000e+00
1.67880400000e+03	7.877096e+03	-4.215360e+03	7.877096e+03	0.000000e+00
1.77827900000e+03	7.842501e+03	-4.017691e+03	7.842501e+03	0.000000e+00
1.88364900000e+03	7.809584e+03	-3.829722e+03	7.809584e+03	0.000000e+00
1.99526200000e+03	7.777324e+03	-3.650843e+03	7.777324e+03	0.000000e+00
2.11348900000e+03	7.746883e+03	-3.480265e+03	7.746883e+03	0.000000e+00
2.23872100000e+03	7.717301e+03	-3.318193e+03	7.717301e+03	0.000000e+00
2.37137400000e+03	7.689651e+03	-3.164333e+03	7.689651e+03	0.000000e+00
2.51188600000e+03	7.663268e+03	-3.018219e+03	7.663268e+03	0.000000e+00
2.66072500000e+03	7.636147e+03	-2.879803e+03	7.636147e+03	0.000000e+00
2.81838300000e+03	7.611373e+03	-2.747020e+03	7.611373e+03	0.000000e+00
2.98538300000e+03	7.586989e+03	-2.621177e+03	7.586989e+03	0.000000e+00
3.16227800000e+03	7.564347e+03	-2.500322e+03	7.564347e+03	0.000000e+00
3.34965400000e+03	7.541866e+03	-2.387134e+03	7.541866e+03	0.000000e+00
3.54813400000e+03	7.519919e+03	-2.278534e+03	7.519919e+03	0.000000e+00
3.75837400000e+03	7.499628e+03	-2.176294e+03	7.499628e+03	0.000000e+00
3.98107200000e+03	7.478678e+03	-2.079287e+03	7.478678e+03	0.000000e+00
4.21696500000e+03	7.459115e+03	-1.986704e+03	7.459115e+03	0.000000e+00
4.46683600000e+03	7.439302e+03	-1.899515e+03	7.439302e+03	0.000000e+00
4.73151300000e+03	7.420202e+03	-1.815362e+03	7.420202e+03	0.000000e+00
5.01187200000e+03	7.401924e+03	-1.737507e+03	7.401924e+03	0.000000e+00
5.30884400000e+03	7.383454e+03	-1.661752e+03	7.383454e+03	0.000000e+00
5.62341300000e+03	7.365668e+03	-1.591773e+03	7.365668e+03	0.000000e+00
5.95662100000e+03	7.347795e+03	-1.524293e+03	7.347795e+03	0.000000e+00
6.30957300000e+03	7.330050e+03	-1.461516e+03	7.330050e+03	0.000000e+00
6.68343900000e+03	7.312860e+03	-1.399780e+03	7.312860e+03	0.000000e+00
7.07945800000e+03	7.295179e+03	-1.342633e+03	7.295179e+03	0.000000e+00
7.49894200000e+03	7.279604e+03	-1.287715e+03	7.279604e+03	0.000000e+00
7.94328200000e+03	7.262564e+03	-1.236003e+03	7.262564e+03	0.000000e+00
8.41395100000e+03	7.245515e+03	-1.186603e+03	7.245515e+03	0.000000e+00
8.91250900000e+03	7.229627e+03	-1.139010e+03	7.229627e+03	0.000000e+00
9.44060900000e+03	7.212485e+03	-1.095136e+03	7.212485e+03	0.000000e+00
1.00000000000e+04	7.195223e+03	-1.052640e+03	7.195223e+03	0.000000e+00
1.05925370000e+04	7.179351e+03	-1.011533e+03	7.179351e+03	0.000000e+00
1.12201850000e+04	7.163994e+03	-9.723729e+02	7.163994e+03	0.000000e+00
1.18850220000e+04	7.147741e+03	-9.351606e+02	7.147741e+03	0.000000e+00
1.25892540000e+04	7.132893e+03	-8.997045e+02	7.132893e+03	0.000000e+00
1.33352140000e+04	7.116986e+03	-8.660880e+02	7.116986e+03	0.000000e+00
1.41253750000e+04	7.101951e+03	-8.321552e+02	7.101951e+03	0.000000e+00
1.49623570000e+04	7.086421e+03	-8.008079e+02	7.086421e+03	0.000000e+00
1.58489320000e+04	7.071636e+03	-7.712960e+02	7.071636e+03	0.000000e+00
1.67880400000e+04	7.056956e+03	-7.423787e+02	7.056956e+03	0.000000e+00
1.77827940000e+04	7.043303e+03	-7.135735e+02	7.043303e+03	0.000000e+00
1.88364910000e+04	7.029987e+03	-6.864677e+02	7.029987e+03	0.000000e+00
1.99526230000e+04	7.017777e+03	-6.606119e+02	7.017777e+03	0.000000e+00
2.11348900000e+04	7.003777e+03	-6.356553e+02	7.003777e+03	0.000000e+00
2.23872110000e+04	6.990913e+03	-6.094524e+02	6.990913e+03	0.000000e+00
2.37137370000e+04	6.977996e+03	-5.884751e+02	6.977996e+03	0.000000e+00
