4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.327408e+03	-6.343363e+03	8.327408e+03	0.000000e+00
1.05925400000e+03	8.270738e+03	-6.019980e+03	8.270738e+03	0.000000e+00
1.12201800000e+03	8.217240e+03	-5.729479e+03	8.217240e+03	0.000000e+00
1.18850200000e+03	8.167154e+03	-5.457141e+03	8.167154e+03	0.000000e+00
1.25892500000e+03	8.119623e+03	-5.200447e+03	8.119623e+03	0.000000e+00
1.33352100000e+03	8.073786e+03	-4.956829e+03	8.073786e+03	0.000000e+00
1.41253800000e+03	8.030728e+03	-4.724923e+03	8.030728e+03	0.000000e+00
1.49623600000e+03	7.988479e+03	-4.504355e+03	7.988479e+03	0.000000e+00
1.58489300000e+03	7.949664e+03	-4.294529e+03	7.949664e+03	0.000000e+00
1.67880400000e+03	7.911964e+03	-4.096281e+03	7.911964e+03	0.000000e+00
1.77827900000e+03	7.876346e+03	-3.905601e+03	7.876346e+03	0.000000e+00
1.88364900000e+03	7.842724e+03	-3.724572e+03	7.842724e+03	0.000000e+00
1.99526200000e+03	7.808982e+03	-3.552181e+03	7.808982e+03	0.000000e+00
2.11348900000e+03	7.777465e+03	-3.387912e+03	7.777465e+03	0.000000e+00
2.23872100000e+03	7.747830e+03	-3.231696e+03	7.747830e+03	0.000000e+00
2.37137400000e+03	7.719062e+03	-3.082879e+03	7.719062e+03	0.000000e+00
2.51188600000e+03	7.691951e+03	-2.941984e+03	7.691951e+03	0.000000e+00
2.66072500000e+03	7.665414e+03	-2.808188e+03	7.665414e+03	0.000000e+00
2.81838300000e+03	7.639062e+03	-2.680224e+03	7.639062e+03	0.000000e+00
2.98538300000e+03	7.614556e+03	-2.557431e+03	7.614556e+03	0.000000e+00
3.16227800000e+03	7.590975e+03	-2.441406e+03	7.590975e+03	0.000000e+00
3.34965400000e+03	7.569187e+03	-2.330260e+03	7.569187e+03	0.000000e+00
3.54813400000e+03	7.546012e+03	-2.226607e+03	7.546012e+03	0.000000e+00
3.75837400000e+03	7.524566e+03	-2.128081e+03	7.524566e+03	0.000000e+00
3.98107200000e+03	7.504651e+03	-2.032931e+03	7.504651e+03	0.000000e+00
4.21696500000e+03	7.483096e+03	-1.944171e+03	7.483096e+03	0.000000e+00
4.46683600000e+03	7.463741e+03	-1.858181e+03	7.463741e+03	0.000000e+00
4.73151300000e+03	7.444990e+03	-1.778511e+03	7.444990e+03	0.000000e+00
5.01187200000e+03	7.426358e+03	-1.701701e+03	7.426358e+03	0.000000e+00
5.30884400000e+03	7.408002e+03	-1.628954e+03	7.408002e+03	0.000000e+00
5.62341300000e+03	7.388878e+03	-1.559457e+03	7.388878e+03	0.000000e+00
5.95662100000e+03	7.370869e+03	-1.493675e+03	7.370869e+03	0.000000e+00
6.30957300000e+03	7.353223e+03	-1.432501e+03	7.353223e+03	0.000000e+00
6.68343900000e+03	7.336431e+03	-1.374729e+03	7.336431e+03	0.000000e+00
7.07945800000e+03	7.319513e+03	-1.317255e+03	7.319513e+03	0.000000e+00
7.49894200000e+03	7.302044e+03	-1.263060e+03	7.302044e+03	0.000000e+00
7.94328200000e+03	7.285539e+03	-1.213057e+03	7.285539e+03	0.000000e+00
8.41395100000e+03	7.268436e+03	-1.163613e+03	7.268436e+03	0.000000e+00
8.91250900000e+03	7.251889e+03	-1.118834e+03	7.251889e+03	0.000000e+00
9.44060900000e+03	7.233355e+03	-1.076425e+03	7.233355e+03	0.000000e+00
1.00000000000e+04	7.218005e+03	-1.033460e+03	7.218005e+03	0.000000e+00
1.05925370000e+04	7.200481e+03	-9.931582e+02	7.200481e+03	0.000000e+00
1.12201850000e+04	7.185617e+03	-9.562124e+02	7.185617e+03	0.000000e+00
1.18850220000e+04	7.169748e+03	-9.190957e+02	7.169748e+03	0.000000e+00
1.25892540000e+04	7.154751e+03	-8.850889e+02	7.154751e+03	0.000000e+00
1.33352140000e+04	7.138701e+03	-8.503522e+02	7.138701e+03	0.000000e+00
1.41253750000e+04	7.123744e+03	-8.186819e+02	7.123744e+03	0.000000e+00
1.49623570000e+04	7.109600e+03	-7.865505e+02	7.109600e+03	0.000000e+00
1.58489320000e+04	7.093797e+03	-7.579977e+02	7.093797e+03	0.000000e+00
1.67880400000e+04	7.078785e+03	-7.296323e+02	7.078785e+03	0.000000e+00
1.77827940000e+04	7.066189e+03	-7.011680e+02	7.066189e+03	0.000000e+00
1.88364910000e+04	7.052658e+03	-6.750576e+02	7.052658e+03	0.000000e+00
1.99526230000e+04	7.039431e+03	-6.501373e+02	7.039431e+03	0.000000e+00
2.11348900000e+04	7.026605e+03	-6.243271e+02	7.026605e+03	0.000000e+00
2.23872110000e+04	7.013603e+03	-6.005524e+02	7.013603e+03	0.000000e+00
2.37137370000e+04	7.002666e+03	-5.777181e+02	7.002666e+03	0.000000e+00
2.51188640000e+04	6.990396e+03	-5.561184e+02	6.990396e+03	0.000000e+00
2.66072510000e+04	6.979013e+03	-5.335859e+02	6.979013e+03	0.000000e+00
2.81838290000e+04	6.968218e+03	-5.129386e+02	6.968218e+03	0.000000e+00
2.98538260000e+04	6.958615e+03	-4.935100e+02	6.958615e+03	0.000000e+00
3.16227770000e+04	6.949080e+03	-4.747457e+02	6.949080e+03	0.000000e+00
3.34965440000e+04	6.939222e+03	-4.567872e+02	6.939222e+03	0.000000e+00
3.54813390000e+04	6.930262e+03	-4.378274e+02	6.930262e+03	0.000000e+00
3.75837400000e+04	6.921728e+03	-4.209520e+02	6.921728e+03	0.000000e+00
3.98107170000e+04	6.913869e+03	-4.046819e+02	6.913869e+03	0.000000e+00
4.21696500000e+04	6.906582e+03	-3.886343e+02	6.906582e+03	0.000000e+00
4.46683590000e+04	6.899261e+03	-3.747200e+02	6.899261e+03	0.000000e+00
4.73151260000e+04	6.892627e+03	-3.589487e+02	6.892627e+03	0.000000e+00
5.01187230000e+04	6.885354e+03	-3.444541e+02	6.885354e+03	0.000000e+00
5.30884440000e+04	6.878879e+03	-3.320297e+02	6.878879e+03	0.000000e+00
5.62341330000e+04	6.873025e+03	-3.198000e+02	6.873025e+03	0.000000e+00
5.95662140000e+04	6.867544e+03	-3.074536e+02	6.867544e+03	0.000000e+00
6.30957340000e+04	6.861626e+03	-2.960267e+02	6.861626e+03	0.000000e+00
6.68343920000e+04	6.856478e+03	-2.860012e+02	6.856478e+03	0.000000e+00
7.07945780000e+04	6.851597e+03	-2.745401e+02	6.851597e+03	0.000000e+00
7.49894210000e+04	6.847346e+03	-2.665685e+02	6.847346e+03	0.000000e+00
7.94328230000e+04	6.842769e+03	-2.554381e+02	6.842769e+03	0.000000e+00
8.41395140000e+04	6.838232e+03	-2.466085e+02	6.838232e+03	0.000000e+00
8.91250940000e+04	6.834650e+03	-2.387989e+02	6.834650e+03	0.000000e+00
9.44060880000e+04	6.829881e+03	-2.317781e+02	6.829881e+03	0.000000e+00
1.00000000000e+05	6.826994e+03	-2.238303e+02	6.826994e+03	0.000000e+00
1.05925373000e+05	6.823115e+03	-2.182302e+02	6.823115e+03	0.000000e+00
1.12201845000e+05	6.819695e+03	-2.124596e+02	6.819695e+03	0.000000e+00
1.18850223000e+05	6.816245e+03	-2.055328e+02	6.816245e+03	0.000000e+00
1.25892541000e+05	6.813340e+03	-1.997275e+02	6.813340e+03	0.000000e+00
1.33352143000e+05	6.810038e+03	-1.950627e+02	6.810038e+03	0.000000e+00
1.41253754000e+05	6.807939e+03	-1.904428e+02	6.807939e+03	0.000000e+00
1.49623566000e+05	6.805071e+03	-1.868158e+02	6.805071e+03	0.000000e+00
1.58489319000e+05	6.801751e+03	-1.825411e+02	6.801751e+03	0.000000e+00
1.67880402000e+05	6.799407e+03	-1.782037e+02	6.799407e+03	0.000000e+00
1.77827941000e+05	6.797297e+03	-1.757513e+02	6.797297e+03	0.000000e+00
1.88364909000e+05	6.794562e+03	-1.739431e+02	6.794562e+03	0.000000e+00
1.99526231000e+05	6.792748e+03	-1.713268e+02	6.792748e+03	0.000000e+00
2.11348904000e+05	6.790495e+03	-1.697199e+02	6.790495e+03	0.000000e+00
2.23872114000e+05	6.788419e+03	-1.682384e+02	6.788419e+03	0.000000e+00
2.37137371000e+05	6.786147e+03	-1.664797e+02	6.786147e+03	0.000000e+00
2.51188643000e+05	6.783913e+03	-1.659669e+02	6.783913e+03	0.000000e+00
2.66072506000e+05	6.781993e+03	-1.652699e+02	6.781993e+03	0.000000e+00
2.81838293000e+05	6.779811e+03	-1.665534e+02	6.779811e+03	0.000000e+00
2.98538262000e+05	6.777932e+03	-1.668240e+02	6.777932e+03	0.000000e+00
3.16227766000e+05	6.775629e+03	-1.670504e+02	6.775629e+03	0.000000e+00
3.34965439000e+05	6.774070e+03	-1.682611e+02	6.774070e+03	0.000000e+00
3.54813389000e+05	6.772369e+03	-1.694967e+02	6.772369e+03	0.000000e+00
3.75837404000e+05	6.770195e+03	-1.725750e+02	6.770195e+03	0.000000e+00
3.98107171000e+05	6.768350e+03	-1.744580e+02	6.768350e+03	0.000000e+00
4.21696503000e+05	6.766979e+03	-1.779611e+02	6.766979e+03	0.000000e+00
4.46683592000e+05	6.764646e+03	-1.815934e+02	6.764646e+03	0.000000e+00
4.73151259000e+05	6.763082e+03	-1.853247e+02	6.763082e+03	0.000000e+00
5.01187234000e+05	6.761058e+03	-1.891696e+02	6.761058e+03	0.000000e+00
5.30884444000e+05	6.759252e+03	-1.948066e+02	6.759252e+03	0.000000e+00
5.62341325000e+05	6.757419e+03	-1.998402e+02	6.757419e+03	0.000000e+00
5.95662144000e+05	6.755589e+03	-2.062000e+02	6.755589e+03	0.000000e+00
6.30957344000e+05	6.753682e+03	-2.122624e+02	6.753682e+03	0.000000e+00
6.68343918000e+05	6.751805e+03	-2.202750e+02	6.751805e+03	0.000000e+00
7.07945784000e+05	6.750155e+03	-2.271051e+02	6.750155e+03	0.000000e+00
7.49894209000e+05	6.748156e+03	-2.345688e+02	6.748156e+03	0.000000e+00
7.94328235000e+05	6.745998e+03	-2.433689e+02	6.745998e+03	0.000000e+00
8.41395142000e+05	6.744208e+03	-2.536455e+02	6.744208e+03	0.000000e+00
8.91250938000e+05	6.741913e+03	-2.648093e+02	6.741913e+03	0.000000e+00
9.44060876000e+05	6.740069e+03	-2.751371e+02	6.740069e+03	0.000000e+00
1.00000000000e+06	6.737682e+03	-2.869045e+02	6.737682e+03	0.000000e+00
1.05925372500e+06	6.735411e+03	-3.004668e+02	6.735411e+03	0.000000e+00
1.12201845400e+06	6.731137e+03	-3.125795e+02	6.731137e+03	0.000000e+00
1.18850222700e+06	6.728383e+03	-3.275389e+02	6.728383e+03	0.000000e+00
1.25892541200e+06	6.725391e+03	-3.425271e+02	6.725391e+03	0.000000e+00
1.33352143200e+06	6.722652e+03	-3.596458e+02	6.722652e+03	0.000000e+00
1.41253754500e+06	6.719227e+03	-3.765191e+02	6.719227e+03	0.000000e+00
1.49623565600e+06	6.715113e+03	-3.945961e+02	6.715113e+03	0.000000e+00
1.58489319200e+06	6.711355e+03	-4.153281e+02	6.711355e+03	0.000000e+00
1.67880401800e+06	6.707350e+03	-4.356811e+02	6.707350e+03	0.000000e+00
1.77827941000e+06	6.702639e+03	-4.584445e+02	6.702639e+03	0.000000e+00
1.88364908900e+06	6.697550e+03	-4.814813e+02	6.697550e+03	0.000000e+00
1.99526231500e+06	6.692184e+03	-5.064335e+02	6.692184e+03	0.000000e+00
2.11348904000e+06	6.686481e+03	-5.320928e+02	6.686481e+03	0.000000e+00
2.23872113900e+06	6.680077e+03	-5.603668e+02	6.680077e+03	0.000000e+00
2.37137370600e+06	6.673508e+03	-5.896583e+02	6.673508e+03	0.000000e+00
2.51188643200e+06	6.665811e+03	-6.202611e+02	6.665811e+03	0.000000e+00
2.66072506000e+06	6.657815e+03	-6.537303e+02	6.657815e+03	0.000000e+00
2.81838293100e+06	6.649154e+03	-6.880859e+02	6.649154e+03	0.000000e+00
2.98538261900e+06	6.638570e+03	-7.244427e+02	6.638570e+03	0.000000e+00
3.16227766000e+06	6.627690e+03	-7.626558e+02	6.627690e+03	0.000000e+00
