4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.291812e+03	-6.541836e+03	8.291812e+03	0.000000e+00
1.05925400000e+03	8.237217e+03	-6.209175e+03	8.237217e+03	0.000000e+00
1.12201800000e+03	8.186888e+03	-5.906496e+03	8.186888e+03	0.000000e+00
1.18850200000e+03	8.138458e+03	-5.622996e+03	8.138458e+03	0.000000e+00
1.25892500000e+03	8.092541e+03	-5.355511e+03	8.092541e+03	0.000000e+00
1.33352100000e+03	8.048474e+03	-5.102107e+03	8.048474e+03	0.000000e+00
1.41253800000e+03	8.006281e+03	-4.861194e+03	8.006281e+03	0.000000e+00
1.49623600000e+03	7.966269e+03	-4.631181e+03	7.966269e+03	0.000000e+00
1.58489300000e+03	7.929055e+03	-4.414580e+03	7.929055e+03	0.000000e+00
1.67880400000e+03	7.892914e+03	-4.206439e+03	7.892914e+03	0.000000e+00
1.77827900000e+03	7.858401e+03	-4.008909e+03	7.858401e+03	0.000000e+00
1.88364900000e+03	7.824961e+03	-3.821807e+03	7.824961e+03	0.000000e+00
1.99526200000e+03	7.793282e+03	-3.642981e+03	7.793282e+03	0.000000e+00
2.11348900000e+03	7.762524e+03	-3.472667e+03	7.762524e+03	0.000000e+00
2.23872100000e+03	7.733406e+03	-3.311014e+03	7.733406e+03	0.000000e+00
2.37137400000e+03	7.705477e+03	-3.157759e+03	7.705477e+03	0.000000e+00
2.51188600000e+03	7.678952e+03	-3.010992e+03	7.678952e+03	0.000000e+00
2.66072500000e+03	7.652353e+03	-2.873710e+03	7.652353e+03	0.000000e+00
