4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.232770e+03	-6.548027e+03	8.232770e+03	0.000000e+00
1.05925400000e+03	8.179455e+03	-6.213505e+03	8.179455e+03	0.000000e+00
1.12201800000e+03	8.130093e+03	-5.908701e+03	8.130093e+03	0.000000e+00
1.18850200000e+03	8.082650e+03	-5.623782e+03	8.082650e+03	0.000000e+00
1.25892500000e+03	8.038209e+03	-5.355700e+03	8.038209e+03	0.000000e+00
1.33352100000e+03	7.994798e+03	-5.101246e+03	7.994798e+03	0.000000e+00
1.41253800000e+03	7.953527e+03	-4.859389e+03	7.953527e+03	0.000000e+00
1.49623600000e+03	7.914343e+03	-4.628742e+03	7.914343e+03	0.000000e+00
1.58489300000e+03	7.876903e+03	-4.411576e+03	7.876903e+03	0.000000e+00
1.67880400000e+03	7.841798e+03	-4.203756e+03	7.841798e+03	0.000000e+00
1.77827900000e+03	7.808304e+03	-4.005524e+03	7.808304e+03	0.000000e+00
1.88364900000e+03	7.775427e+03	-3.818132e+03	7.775427e+03	0.000000e+00
1.99526200000e+03	7.743969e+03	-3.639459e+03	7.743969e+03	0.000000e+00
2.11348900000e+03	7.713949e+03	-3.469011e+03	7.713949e+03	0.000000e+00
2.23872100000e+03	7.684944e+03	-3.308634e+03	7.684944e+03	0.000000e+00
2.37137400000e+03	7.657920e+03	-3.154599e+03	7.657920e+03	0.000000e+00
2.51188600000e+03	7.631900e+03	-3.008211e+03	7.631900e+03	0.000000e+00
2.66072500000e+03	7.606220e+03	-2.869965e+03	7.606220e+03	0.000000e+00
