4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.369172e+03	-6.558692e+03	8.369172e+03	0.000000e+00
1.05925400000e+03	8.311438e+03	-6.228276e+03	8.311438e+03	0.000000e+00
1.12201800000e+03	8.257312e+03	-5.927162e+03	8.257312e+03	0.000000e+00
1.18850200000e+03	8.206105e+03	-5.644701e+03	8.206105e+03	0.000000e+00
1.25892500000e+03	8.156415e+03	-5.378538e+03	8.156415e+03	0.000000e+00
1.33352100000e+03	8.110344e+03	-5.124826e+03	8.110344e+03	0.000000e+00
1.41253800000e+03	8.065416e+03	-4.883958e+03	8.065416e+03	0.000000e+00
1.49623600000e+03	8.022682e+03	-4.654471e+03	8.022682e+03	0.000000e+00
1.58489300000e+03	7.982531e+03	-4.436812e+03	7.982531e+03	0.000000e+00
1.67880400000e+03	7.945176e+03	-4.228881e+03	7.945176e+03	0.000000e+00
1.77827900000e+03	7.908325e+03	-4.030803e+03	7.908325e+03	0.000000e+00
1.88364900000e+03	7.873626e+03	-3.843502e+03	7.873626e+03	0.000000e+00
1.99526200000e+03	7.840200e+03	-3.665406e+03	7.840200e+03	0.000000e+00
2.11348900000e+03	7.808227e+03	-3.494410e+03	7.808227e+03	0.000000e+00
2.23872100000e+03	7.777410e+03	-3.331594e+03	7.777410e+03	0.000000e+00
2.37137400000e+03	7.748274e+03	-3.177984e+03	7.748274e+03	0.000000e+00
2.51188600000e+03	7.719946e+03	-3.031990e+03	7.719946e+03	0.000000e+00
2.66072500000e+03	7.693167e+03	-2.893166e+03	7.693167e+03	0.000000e+00
2.81838300000e+03	7.666846e+03	-2.759643e+03	7.666846e+03	0.000000e+00
2.98538300000e+03	7.641703e+03	-2.633834e+03	7.641703e+03	0.000000e+00
3.16227800000e+03	7.616919e+03	-2.512982e+03	7.616919e+03	0.000000e+00
3.34965400000e+03	7.593697e+03	-2.398140e+03	7.593697e+03	0.000000e+00
3.54813400000e+03	7.572106e+03	-2.290986e+03	7.572106e+03	0.000000e+00
3.75837400000e+03	7.550073e+03	-2.187852e+03	7.550073e+03	0.000000e+00
3.98107200000e+03	7.529142e+03	-2.089272e+03	7.529142e+03	0.000000e+00
4.21696500000e+03	7.509265e+03	-1.996972e+03	7.509265e+03	0.000000e+00
4.46683600000e+03	7.488281e+03	-1.909330e+03	7.488281e+03	0.000000e+00
4.73151300000e+03	7.469246e+03	-1.825005e+03	7.469246e+03	0.000000e+00
5.01187200000e+03	7.450689e+03	-1.746601e+03	7.450689e+03	0.000000e+00
5.30884400000e+03	7.432794e+03	-1.671277e+03	7.432794e+03	0.000000e+00
5.62341300000e+03	7.414257e+03	-1.599713e+03	7.414257e+03	0.000000e+00
5.95662100000e+03	7.395615e+03	-1.534449e+03	7.395615e+03	0.000000e+00
6.30957300000e+03	7.377093e+03	-1.467554e+03	7.377093e+03	0.000000e+00
6.68343900000e+03	7.361828e+03	-1.407335e+03	7.361828e+03	0.000000e+00
7.07945800000e+03	7.343146e+03	-1.351093e+03	7.343146e+03	0.000000e+00
7.49894200000e+03	7.326711e+03	-1.295324e+03	7.326711e+03	0.000000e+00
7.94328200000e+03	7.309262e+03	-1.241701e+03	7.309262e+03	0.000000e+00
8.41395100000e+03	7.291627e+03	-1.192770e+03	7.291627e+03	0.000000e+00
8.91250900000e+03	7.275444e+03	-1.145417e+03	7.275444e+03	0.000000e+00
9.44060900000e+03	7.259382e+03	-1.101193e+03	7.259382e+03	0.000000e+00
1.00000000000e+04	7.242473e+03	-1.056615e+03	7.242473e+03	0.000000e+00
1.05925370000e+04	7.224788e+03	-1.017154e+03	7.224788e+03	0.000000e+00
1.12201850000e+04	7.208163e+03	-9.763204e+02	7.208163e+03	0.000000e+00
1.18850220000e+04	7.192748e+03	-9.390469e+02	7.192748e+03	0.000000e+00
1.25892540000e+04	7.177473e+03	-9.028553e+02	7.177473e+03	0.000000e+00
