4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.355293e+03	-6.521872e+03	8.355293e+03	0.000000e+00
1.05925400000e+03	8.297605e+03	-6.192646e+03	8.297605e+03	0.000000e+00
1.12201800000e+03	8.243363e+03	-5.893871e+03	8.243363e+03	0.000000e+00
1.18850200000e+03	8.192094e+03	-5.612354e+03	8.192094e+03	0.000000e+00
1.25892500000e+03	8.143699e+03	-5.347109e+03	8.143699e+03	0.000000e+00
1.33352100000e+03	8.096598e+03	-5.095632e+03	8.096598e+03	0.000000e+00
1.41253800000e+03	8.052270e+03	-4.855781e+03	8.052270e+03	0.000000e+00
1.49623600000e+03	8.009497e+03	-4.627764e+03	8.009497e+03	0.000000e+00
1.58489300000e+03	7.969175e+03	-4.412195e+03	7.969175e+03	0.000000e+00
1.67880400000e+03	7.931333e+03	-4.205725e+03	7.931333e+03	0.000000e+00
1.77827900000e+03	7.894223e+03	-4.009415e+03	7.894223e+03	0.000000e+00
1.88364900000e+03	7.859515e+03	-3.823522e+03	7.859515e+03	0.000000e+00
1.99526200000e+03	7.825734e+03	-3.644855e+03	7.825734e+03	0.000000e+00
2.11348900000e+03	7.793546e+03	-3.475961e+03	7.793546e+03	0.000000e+00
2.23872100000e+03	7.761922e+03	-3.315396e+03	7.761922e+03	0.000000e+00
2.37137400000e+03	7.733170e+03	-3.161692e+03	7.733170e+03	0.000000e+00
2.51188600000e+03	7.705097e+03	-3.016227e+03	7.705097e+03	0.000000e+00
2.66072500000e+03	7.677506e+03	-2.878470e+03	7.677506e+03	0.000000e+00
2.81838300000e+03	7.650955e+03	-2.746787e+03	7.650955e+03	0.000000e+00
2.98538300000e+03	7.626156e+03	-2.621045e+03	7.626156e+03	0.000000e+00
3.16227800000e+03	7.601654e+03	-2.500663e+03	7.601654e+03	0.000000e+00
3.34965400000e+03	7.578276e+03	-2.388456e+03	7.578276e+03	0.000000e+00
3.54813400000e+03	7.555341e+03	-2.280445e+03	7.555341e+03	0.000000e+00
3.75837400000e+03	7.532986e+03	-2.178788e+03	7.532986e+03	0.000000e+00
3.98107200000e+03	7.512063e+03	-2.081461e+03	7.512063e+03	0.000000e+00
4.21696500000e+03	7.491812e+03	-1.989308e+03	7.491812e+03	0.000000e+00
4.46683600000e+03	7.471948e+03	-1.901680e+03	7.471948e+03	0.000000e+00
