4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.286770e+03	-6.555650e+03	8.286770e+03	0.000000e+00
1.05925400000e+03	8.232787e+03	-6.222125e+03	8.232787e+03	0.000000e+00
1.12201800000e+03	8.182409e+03	-5.918718e+03	8.182409e+03	0.000000e+00
1.18850200000e+03	8.133648e+03	-5.633650e+03	8.133648e+03	0.000000e+00
1.25892500000e+03	8.087816e+03	-5.366127e+03	8.087816e+03	0.000000e+00
1.33352100000e+03	8.043989e+03	-5.111473e+03	8.043989e+03	0.000000e+00
1.41253800000e+03	8.001440e+03	-4.869637e+03	8.001440e+03	0.000000e+00
1.49623600000e+03	7.960970e+03	-4.639639e+03	7.960970e+03	0.000000e+00
1.58489300000e+03	7.923120e+03	-4.422251e+03	7.923120e+03	0.000000e+00
1.67880400000e+03	7.887821e+03	-4.213961e+03	7.887821e+03	0.000000e+00
1.77827900000e+03	7.852727e+03	-4.015724e+03	7.852727e+03	0.000000e+00
1.88364900000e+03	7.819806e+03	-3.828569e+03	7.819806e+03	0.000000e+00
1.99526200000e+03	7.788310e+03	-3.649397e+03	7.788310e+03	0.000000e+00
2.11348900000e+03	7.757030e+03	-3.478848e+03	7.757030e+03	0.000000e+00
2.23872100000e+03	7.728039e+03	-3.316867e+03	7.728039e+03	0.000000e+00
2.37137400000e+03	7.700018e+03	-3.163537e+03	7.700018e+03	0.000000e+00
2.51188600000e+03	7.673453e+03	-3.016765e+03	7.673453e+03	0.000000e+00
2.66072500000e+03	7.647013e+03	-2.878005e+03	7.647013e+03	0.000000e+00
2.81838300000e+03	7.622292e+03	-2.746060e+03	7.622292e+03	0.000000e+00
2.98538300000e+03	7.598709e+03	-2.619530e+03	7.598709e+03	0.000000e+00
3.16227800000e+03	7.575092e+03	-2.498860e+03	7.575092e+03	0.000000e+00
3.34965400000e+03	7.552278e+03	-2.386272e+03	7.552278e+03	0.000000e+00
3.54813400000e+03	7.531562e+03	-2.277704e+03	7.531562e+03	0.000000e+00
3.75837400000e+03	7.510322e+03	-2.175542e+03	7.510322e+03	0.000000e+00
3.98107200000e+03	7.489896e+03	-2.077745e+03	7.489896e+03	0.000000e+00
4.21696500000e+03	7.469605e+03	-1.985972e+03	7.469605e+03	0.000000e+00
4.46683600000e+03	7.450545e+03	-1.898487e+03	7.450545e+03	0.000000e+00
4.73151300000e+03	7.432029e+03	-1.814231e+03	7.432029e+03	0.000000e+00
5.01187200000e+03	7.412776e+03	-1.736582e+03	7.412776e+03	0.000000e+00
5.30884400000e+03	7.394544e+03	-1.662073e+03	7.394544e+03	0.000000e+00
5.62341300000e+03	7.377414e+03	-1.591145e+03	7.377414e+03	0.000000e+00
5.95662100000e+03	7.358930e+03	-1.523248e+03	7.358930e+03	0.000000e+00
6.30957300000e+03	7.340378e+03	-1.458356e+03	7.340378e+03	0.000000e+00
6.68343900000e+03	7.324099e+03	-1.398701e+03	7.324099e+03	0.000000e+00
7.07945800000e+03	7.307716e+03	-1.341475e+03	7.307716e+03	0.000000e+00
7.49894200000e+03	7.290764e+03	-1.288217e+03	7.290764e+03	0.000000e+00
7.94328200000e+03	7.273131e+03	-1.235270e+03	7.273131e+03	0.000000e+00
8.41395100000e+03	7.256654e+03	-1.186427e+03	7.256654e+03	0.000000e+00
8.91250900000e+03	7.238349e+03	-1.139462e+03	7.238349e+03	0.000000e+00
9.44060900000e+03	7.223294e+03	-1.094566e+03	7.223294e+03	0.000000e+00
1.00000000000e+04	7.207854e+03	-1.051986e+03	7.207854e+03	0.000000e+00
1.05925370000e+04	7.190193e+03	-1.011555e+03	7.190193e+03	0.000000e+00
1.12201850000e+04	7.173663e+03	-9.723201e+02	7.173663e+03	0.000000e+00
1.18850220000e+04	7.158420e+03	-9.350549e+02	7.158420e+03	0.000000e+00
1.25892540000e+04	7.142953e+03	-8.997767e+02	7.142953e+03	0.000000e+00
1.33352140000e+04	7.127261e+03	-8.638552e+02	7.127261e+03	0.000000e+00
1.41253750000e+04	7.111708e+03	-8.316226e+02	7.111708e+03	0.000000e+00
1.49623570000e+04	7.098616e+03	-7.998575e+02	7.098616e+03	0.000000e+00
1.58489320000e+04	7.082715e+03	-7.706414e+02	7.082715e+03	0.000000e+00
1.67880400000e+04	7.067211e+03	-7.428159e+02	7.067211e+03	0.000000e+00
1.77827940000e+04	7.055287e+03	-7.135061e+02	7.055287e+03	0.000000e+00
1.88364910000e+04	7.040577e+03	-6.868506e+02	7.040577e+03	0.000000e+00
1.99526230000e+04	7.026776e+03	-6.612416e+02	7.026776e+03	0.000000e+00
2.11348900000e+04	7.014583e+03	-6.351215e+02	7.014583e+03	0.000000e+00
2.23872110000e+04	7.001803e+03	-6.105181e+02	7.001803e+03	0.000000e+00
2.37137370000e+04	6.990401e+03	-5.868350e+02	6.990401e+03	0.000000e+00
2.51188640000e+04	6.977669e+03	-5.652545e+02	6.977669e+03	0.000000e+00
2.66072510000e+04	6.966745e+03	-5.417000e+02	6.966745e+03	0.000000e+00
2.81838290000e+04	6.955718e+03	-5.216843e+02	6.955718e+03	0.000000e+00
2.98538260000e+04	6.945207e+03	-5.014174e+02	6.945207e+03	0.000000e+00
3.16227770000e+04	6.936431e+03	-4.832603e+02	6.936431e+03	0.000000e+00
3.34965440000e+04	6.926526e+03	-4.640344e+02	6.926526e+03	0.000000e+00
3.54813390000e+04	6.916864e+03	-4.449247e+02	6.916864e+03	0.000000e+00
3.75837400000e+04	6.908357e+03	-4.283581e+02	6.908357e+03	0.000000e+00
3.98107170000e+04	6.900183e+03	-4.129042e+02	6.900183e+03	0.000000e+00
4.21696500000e+04	6.892091e+03	-3.962314e+02	6.892091e+03	0.000000e+00
4.46683590000e+04	6.884576e+03	-3.807438e+02	6.884576e+03	0.000000e+00
4.73151260000e+04	6.877536e+03	-3.659102e+02	6.877536e+03	0.000000e+00
5.01187230000e+04	6.870025e+03	-3.504310e+02	6.870025e+03	0.000000e+00
5.30884440000e+04	6.864126e+03	-3.376876e+02	6.864126e+03	0.000000e+00
5.62341330000e+04	6.857721e+03	-3.245888e+02	6.857721e+03	0.000000e+00
5.95662140000e+04	6.852108e+03	-3.129766e+02	6.852108e+03	0.000000e+00
6.30957340000e+04	6.846070e+03	-3.008216e+02	6.846070e+03	0.000000e+00
6.68343920000e+04	6.841975e+03	-2.904623e+02	6.841975e+03	0.000000e+00
7.07945780000e+04	6.836022e+03	-2.799296e+02	6.836022e+03	0.000000e+00
7.49894210000e+04	6.831137e+03	-2.708360e+02	6.831137e+03	0.000000e+00
7.94328230000e+04	6.827238e+03	-2.602275e+02	6.827238e+03	0.000000e+00
8.41395140000e+04	6.822446e+03	-2.502557e+02	6.822446e+03	0.000000e+00
8.91250940000e+04	6.818296e+03	-2.437921e+02	6.818296e+03	0.000000e+00
9.44060880000e+04	6.814318e+03	-2.348521e+02	6.814318e+03	0.000000e+00
1.00000000000e+05	6.810897e+03	-2.283146e+02	6.810897e+03	0.000000e+00
1.05925373000e+05	6.807117e+03	-2.206443e+02	6.807117e+03	0.000000e+00
1.12201845000e+05	6.803276e+03	-2.155603e+02	6.803276e+03	0.000000e+00
1.18850223000e+05	6.799963e+03	-2.097625e+02	6.799963e+03	0.000000e+00
1.25892541000e+05	6.797391e+03	-2.017893e+02	6.797391e+03	0.000000e+00
1.33352143000e+05	6.794126e+03	-1.975641e+02	6.794126e+03	0.000000e+00
1.41253754000e+05	6.791019e+03	-1.934499e+02	6.791019e+03	0.000000e+00
1.49623566000e+05	6.788721e+03	-1.898348e+02	6.788721e+03	0.000000e+00
1.58489319000e+05	6.785575e+03	-1.849315e+02	6.785575e+03	0.000000e+00
1.67880402000e+05	6.783111e+03	-1.816750e+02	6.783111e+03	0.000000e+00
1.77827941000e+05	6.780101e+03	-1.780642e+02	6.780101e+03	0.000000e+00
1.88364909000e+05	6.778335e+03	-1.754455e+02	6.778335e+03	0.000000e+00
1.99526231000e+05	6.775713e+03	-1.728320e+02	6.775713e+03	0.000000e+00
2.11348904000e+05	6.774109e+03	-1.713143e+02	6.774109e+03	0.000000e+00
2.23872114000e+05	6.771991e+03	-1.704139e+02	6.771991e+03	0.000000e+00
2.37137371000e+05	6.769279e+03	-1.678471e+02	6.769279e+03	0.000000e+00
2.51188643000e+05	6.766826e+03	-1.669199e+02	6.766826e+03	0.000000e+00
2.66072506000e+05	6.764935e+03	-1.673486e+02	6.764935e+03	0.000000e+00
2.81838293000e+05	6.762785e+03	-1.675737e+02	6.762785e+03	0.000000e+00
2.98538262000e+05	6.761168e+03	-1.678481e+02	6.761168e+03	0.000000e+00
3.16227766000e+05	6.759074e+03	-1.691327e+02	6.759074e+03	0.000000e+00
3.34965439000e+05	6.757114e+03	-1.688051e+02	6.757114e+03	0.000000e+00
3.54813389000e+05	6.755554e+03	-1.717592e+02	6.755554e+03	0.000000e+00
3.75837404000e+05	6.753526e+03	-1.739112e+02	6.753526e+03	0.000000e+00
3.98107171000e+05	6.751901e+03	-1.762374e+02	6.751901e+03	0.000000e+00
4.21696503000e+05	6.749751e+03	-1.793563e+02	6.749751e+03	0.000000e+00
4.46683592000e+05	6.748523e+03	-1.830201e+02	6.748523e+03	0.000000e+00
4.73151259000e+05	6.746060e+03	-1.861322e+02	6.746060e+03	0.000000e+00
5.01187234000e+05	6.744158e+03	-1.904338e+02	6.744158e+03	0.000000e+00
5.30884444000e+05	6.742271e+03	-1.948376e+02	6.742271e+03	0.000000e+00
