4294A REV1.11
"DATE: Apr 30 2017"


"MEASURE PARAMETER: IMPEDANCE RESISTANCE - REACTANCE"
"ADAPTER: NONE"
"SWEEP TYPE: LOG FREQ"
"NUMBER of POINTS: 201"
"POINT DELAY TIME:  0 Sec"
"SWEEP DELAY TIME:  0 Sec"
"OSC LEVEL:  500 mVolt"
"DC BIAS: OFF"
"BW: 1"
"SWEEP AVERAGING: 8"
"POINT AVERAGING: 4"


"TRACE: A"
"FORMAT: LINEAR"

"Frequency"	"Data Real"	"Data Imag"	"Data Trace Real"	"Data Trace Imag"
1.00000000000e+03	8.325266e+03	-6.478997e+03	8.325266e+03	0.000000e+00
1.05925400000e+03	8.268395e+03	-6.152312e+03	8.268395e+03	0.000000e+00
1.12201800000e+03	8.213502e+03	-5.854922e+03	8.213502e+03	0.000000e+00
1.18850200000e+03	8.161678e+03	-5.576990e+03	8.161678e+03	0.000000e+00
1.25892500000e+03	8.113326e+03	-5.313061e+03	8.113326e+03	0.000000e+00
1.33352100000e+03	8.066512e+03	-5.063124e+03	8.066512e+03	0.000000e+00
1.41253800000e+03	8.021782e+03	-4.825755e+03	8.021782e+03	0.000000e+00
1.49623600000e+03	7.978978e+03	-4.599262e+03	7.978978e+03	0.000000e+00
1.58489300000e+03	7.938702e+03	-4.385025e+03	7.938702e+03	0.000000e+00
1.67880400000e+03	7.900651e+03	-4.180254e+03	7.900651e+03	0.000000e+00
1.77827900000e+03	7.863976e+03	-3.986047e+03	7.863976e+03	0.000000e+00
1.88364900000e+03	7.828661e+03	-3.800754e+03	7.828661e+03	0.000000e+00
1.99526200000e+03	7.795245e+03	-3.624036e+03	7.795245e+03	0.000000e+00
2.11348900000e+03	7.762669e+03	-3.455985e+03	7.762669e+03	0.000000e+00
2.23872100000e+03	7.731342e+03	-3.296420e+03	7.731342e+03	0.000000e+00
2.37137400000e+03	7.702381e+03	-3.144492e+03	7.702381e+03	0.000000e+00
2.51188600000e+03	7.674063e+03	-3.000251e+03	7.674063e+03	0.000000e+00
2.66072500000e+03	7.646623e+03	-2.862339e+03	7.646623e+03	0.000000e+00
2.81838300000e+03	7.620037e+03	-2.731446e+03	7.620037e+03	0.000000e+00
2.98538300000e+03	7.595564e+03	-2.607048e+03	7.595564e+03	0.000000e+00
3.16227800000e+03	7.570570e+03	-2.488047e+03	7.570570e+03	0.000000e+00
3.34965400000e+03	7.547259e+03	-2.376126e+03	7.547259e+03	0.000000e+00
3.54813400000e+03	7.525097e+03	-2.268841e+03	7.525097e+03	0.000000e+00
3.75837400000e+03	7.503241e+03	-2.166496e+03	7.503241e+03	0.000000e+00
3.98107200000e+03	7.481758e+03	-2.070061e+03	7.481758e+03	0.000000e+00
4.21696500000e+03	7.461446e+03	-1.979128e+03	7.461446e+03	0.000000e+00
4.46683600000e+03	7.442059e+03	-1.892327e+03	7.442059e+03	0.000000e+00
4.73151300000e+03	7.421832e+03	-1.809655e+03	7.421832e+03	0.000000e+00
5.01187200000e+03	7.402775e+03	-1.731421e+03	7.402775e+03	0.000000e+00
5.30884400000e+03	7.384413e+03	-1.656601e+03	7.384413e+03	0.000000e+00
5.62341300000e+03	7.365489e+03	-1.586207e+03	7.365489e+03	0.000000e+00
5.95662100000e+03	7.348084e+03	-1.518776e+03	7.348084e+03	0.000000e+00
6.30957300000e+03	7.329607e+03	-1.456444e+03	7.329607e+03	0.000000e+00
6.68343900000e+03	7.312122e+03	-1.394745e+03	7.312122e+03	0.000000e+00
7.07945800000e+03	7.294531e+03	-1.338278e+03	7.294531e+03	0.000000e+00
7.49894200000e+03	7.277531e+03	-1.284040e+03	7.277531e+03	0.000000e+00
7.94328200000e+03	7.260007e+03	-1.232946e+03	7.260007e+03	0.000000e+00
8.41395100000e+03	7.243820e+03	-1.183825e+03	7.243820e+03	0.000000e+00
8.91250900000e+03	7.225928e+03	-1.137211e+03	7.225928e+03	0.000000e+00
9.44060900000e+03	7.209604e+03	-1.092098e+03	7.209604e+03	0.000000e+00
1.00000000000e+04	7.193495e+03	-1.049603e+03	7.193495e+03	0.000000e+00
1.05925370000e+04	7.177181e+03	-1.007271e+03	7.177181e+03	0.000000e+00
1.12201850000e+04	7.161353e+03	-9.686210e+02	7.161353e+03	0.000000e+00
1.18850220000e+04	7.144361e+03	-9.333610e+02	7.144361e+03	0.000000e+00
1.25892540000e+04	7.128323e+03	-8.965426e+02	7.128323e+03	0.000000e+00
