Bottle Number:0
12/15/2017 1:24:26 PM
Frequency (Hz),Impedance(Ohms),Phase(Degrees)
1000,12156.722177,-6749.64473861
1094.889,12054.9768575,-6253.3059247
1198.782,11960.0183748,-5803.28702577
1312.533,11871.7332139,-5389.6469569
1437.078,11789.6831096,-5007.80393736
1573.441,11713.3014517,-4654.46491956
1722.743,11642.0665609,-4328.0085029
1886.212,11575.6327292,-4026.20553473
2065.193,11513.3591985,-3746.82451355
2261.157,11454.736438,-3489.26695843
2475.716,11398.9958692,-3251.15396545
2710.634,11345.7926122,-3031.69337915
2967.843,11294.8801665,-2829.39554335
3249.459,11245.8124288,-2643.04939527
3557.796,11198.3588261,-2471.13633646
3895.392,11151.9875902,-2312.58359329
4265.022,11106.7699901,-2166.45345115
4669.725,11062.1492556,-2031.85491715
5112.831,11018.3310761,-1907.15065169
5597.982,10975.0657121,-1791.70205002
6129.169,10932.3990935,-1684.49308882
6710.759,10890.4394472,-1584.95931754
7347.536,10849.2518912,-1492.24087579
8044.736,10808.8570886,-1405.61929988
8808.093,10769.3520156,-1324.14781154
9643.884,10730.9203225,-1247.76082553
10558.982,10693.6195132,-1175.88230955
11560.913,10657.6847439,-1108.19594225
12657.916,10623.1080324,-1044.23297479
13859.012,10590.058578,-983.725766515
15174.08,10558.5159161,-926.518639683
16613.932,10528.6927271,-872.330071293
18190.411,10500.374181,-821.084415344
19916.481,10473.7799914,-772.667481636
21806.335,10448.8469294,-727.08551252
23875.515,10425.497005,-684.033096712
26141.038,10403.6734311,-643.567449392
28621.534,10383.3562541,-605.557398733
31337.402,10364.5490246,-569.833823816
34310.976,10346.9768712,-536.345475986
37566.709,10330.7513389,-505.123640188
41131.375,10315.7430954,-476.026908162
45034.289,10301.7290289,-449.053349597
49307.546,10288.7975086,-424.013707227
53986.288,10276.7388147,-400.86595829
59108.991,10265.552599,-379.516508179
64717.782,10255.2665171,-360.08995705
70858.785,10245.6855398,-342.291383134
77582.502,10236.7434136,-326.258026827
84944.225,10228.4861502,-311.794784885
93004.495,10220.7282236,-298.996701541
101829.595,10213.5290905,-287.851584887
111492.1,10206.7299448,-278.068212431
122071.47,10200.4581118,-269.849405495
133654.705,10194.6182901,-263.041789987
146337.062,10189.0482754,-257.792741317
160222.834,10183.834233,-253.98903602
175426.213,10178.8742732,-251.613734598
192072.225,10174.1867504,-250.758175634
210297.759,10169.6926623,-251.440923029
230252.696,10165.4654554,-253.59295255
252101.136,10161.3969736,-257.448979658
276022.752,10157.3857351,-262.899731329
302214.266,10153.6008885,-270.149555134
330891.064,10149.7903264,-279.263420903
362288.975,10146.1185551,-290.199752818
396666.201,10142.4833416,-303.336224879
434305.446,10138.6717607,-318.523669445
475516.241,10134.9121667,-336.010946751
520637.485,10131.2055276,-356.058906371
570040.237,10127.5745601,-379.020498997
624130.765,10123.3358872,-404.536234824
683353.887,10118.6853486,-432.881537693
748196.631,10113.441854,-464.072935728
819192.234,10107.6392528,-498.676402217
896924.538,10100.9033455,-536.77983586
982032.779,10092.6355868,-579.099959324
1075216.853,10084.7170848,-626.47378806
1177243.068,10074.3248074,-677.336564891
1288950.444,10064.6098532,-734.223402762
1411257.618,10051.7299036,-796.153168048
1545170.393,10034.2646339,-863.740128639
1691790.012,10020.6863405,-940.093353992
1852322.216,10000.0287418,-1019.36676396
2028087.154,9974.6633733,-1107.15137326
2220530.245,9953.00336711,-1202.88288282
2431234.062,9919.88219144,-1307.71500695
2661931.346,9886.82141726,-1422.85100776
2914519.257,9838.8219959,-1542.94764276
3191074.973,9791.42226001,-1674.63162531
3493872.775,9731.12785346,-1815.3294456
3825402.747,9658.89244216,-1965.02369506
4188391.254,9581.30565396,-2124.6992926
4585823.366,9487.07620323,-2297.60993261
5020967.4,9379.92665723,-2476.63853689
5497401.8,9253.283406,-2669.08227403
6019044.568,9111.08223115,-2866.69387064
6590185.478,8946.44103288,-3072.02830531
7215521.358,8757.62143148,-3281.9556209
7900194.712,8544.79193987,-3491.29885364
8649836.013,8302.52611661,-3699.75989037
9470610.001,8033.63497271,-3903.46009308
10369266.383,7738.94154811,-4100.77443103
11353195.339,7410.96470382,-4278.22808643
12430488.296,7058.44806089,-4443.8336097
13610004.466,6682.2664407,-4581.52262676
14901443.705,6288.85917237,-4692.76267071
16315426.277,6053.68017764,-4722.66272125
17863580.192,5634.61927768,-4786.24366738
19558636.83,5222.32508944,-4810.0778404
21414535.639,4785.44901872,-4808.50746827
23446538.764,4367.43079613,-4757.63796994
25671356.563,3934.54075309,-4681.76243869
28107285.021,3557.26969845,-4554.10400424
30774356.209,3169.78257518,-4413.37631339
33694503.022,2826.77914224,-4290.77173672
36891739.544,2466.4170576,-4034.76913154
40392358.532,2205.62755825,-3835.34485691
44225147.632,1954.98737025,-3636.572176
48421626.123,1718.62886929,-3430.85355649
53016304.116,1512.59643122,-3227.40580347
58046966.348,1323.02192312,-3024.36580329
63554982.914,1154.06400585,-2825.82767325
69585649.471,1004.69294618,-2629.4492573
76188559.737,870.70500204,-2440.10985633
83418013.325,752.060179357,-2256.50902367
91333462.282,645.898899864,-2081.39977963
