Bottle Number:0
12/15/2017 10:54:47 AM
Frequency (Hz),Impedance(Ohms),Phase(Degrees)
1000,12684.5831857,-6963.66413587
1094.889,12574.518842,-6454.95013594
1198.782,12471.8916817,-5994.13959749
1312.533,12376.5361385,-5570.54366079
1437.078,12287.8661031,-5179.29648283
1573.441,12205.0948982,-4817.14592213
1722.743,12128.0580925,-4482.17348455
1886.212,12055.9522088,-4172.28018597
2065.193,11988.4035677,-3885.11776066
2261.157,11924.7857849,-3620.12343852
2475.716,11864.3800057,-3374.88816854
2710.634,11806.8257491,-3148.62973771
2967.843,11751.9510141,-2939.79650294
3249.459,11699.0359607,-2747.21038128
3557.796,11648.0934762,-2569.37965603
3895.392,11598.5339417,-2405.25717087
4265.022,11550.3141153,-2253.81615376
4669.725,11502.9307654,-2114.19196909
5112.831,11456.5085147,-1984.78957642
5597.982,11410.8505126,-1864.94410988
6129.169,11365.910078,-1753.66019866
6710.759,11321.9340074,-1650.32889256
7347.536,11278.7505513,-1554.09307113
8044.736,11236.4528201,-1464.16556333
8808.093,11195.1962483,-1379.81711076
9643.884,11155.0841387,-1300.57488245
10558.982,11116.1072902,-1226.12299311
11560.913,11078.4934323,-1156.07408526
12657.916,11042.3552821,-1089.93054625
13859.012,11007.8132316,-1027.45518201
15174.08,10974.8267425,-968.43641994
16613.932,10943.4601881,-912.521724699
18190.411,10913.6952298,-859.805154249
19916.481,10885.720985,-809.854291075
21806.335,10859.3748372,-762.932869153
23875.515,10834.5465481,-718.715802386
26141.038,10811.3872153,-677.054576771
28621.534,10789.7012426,-638.00708849
31337.402,10769.46472,-601.277760118
34310.976,10750.6774746,-566.910028808
37566.709,10733.1067266,-534.866237195
41131.375,10716.7552896,-504.99277166
45034.289,10701.4878208,-477.205299946
49307.546,10687.3299574,-451.435484773
53986.288,10674.0964274,-427.660499695
59108.991,10661.7026155,-405.740544794
64717.782,10650.2697522,-385.694176656
70858.785,10639.4861394,-367.476539999
77582.502,10629.4370577,-350.970253587
84944.225,10620.1245705,-336.044738583
93004.495,10611.4086164,-322.775103606
101829.595,10603.0602421,-311.382506048
111492.1,10595.2684671,-301.369605003
122071.47,10587.9783961,-292.99123463
133654.705,10581.137692,-286.034776254
146337.062,10574.6609023,-280.637254309
160222.834,10568.552822,-276.809169396
175426.213,10562.7484082,-274.527021537
192072.225,10557.2893019,-273.775337664
210297.759,10551.9427423,-274.685926875
230252.696,10546.9404482,-277.069058203
252101.136,10542.0533313,-281.306713751
276022.752,10537.3789963,-287.183592812
302214.266,10532.8481536,-294.999724977
330891.064,10528.3204849,-304.799259534
362288.975,10524.000015,-316.516485396
396666.201,10519.6404972,-330.632123186
434305.446,10515.2327108,-347.033766486
475516.241,10510.7990935,-365.59854036
520637.485,10506.5189009,-387.217960907
570040.237,10502.0836709,-411.772732752
624130.765,10497.1676071,-439.116574014
683353.887,10491.905549,-469.575178386
748196.631,10485.7788737,-503.102278128
819192.234,10479.1312645,-540.159572735
896924.538,10471.5670987,-581.069664881
982032.779,10462.2611214,-626.539245847
1075216.853,10453.2406207,-677.321004996
1177243.068,10441.6773987,-731.919507665
1288950.444,10430.5327763,-792.925755666
1411257.618,10416.2228762,-859.446801057
1545170.393,10395.228059,-932.233576384
1691790.012,10378.5563619,-1013.28297617
1852322.216,10357.3764668,-1097.18106249
2028087.154,10331.8963602,-1194.80853034
2220530.245,10302.7449133,-1293.56708442
2431234.062,10270.4009585,-1406.58121059
2661931.346,10228.8345394,-1528.28281075
2914519.257,10179.6689452,-1659.08563241
3191074.973,10125.3515549,-1800.10911728
3493872.775,10057.2017777,-1948.60480539
3825402.747,9978.77923594,-2113.02692222
4188391.254,9891.68172935,-2283.54674346
4585823.366,9790.25977535,-2461.39939756
5020967.4,9667.82455181,-2655.91644695
5497401.8,9533.27907876,-2856.50221214
6019044.568,9373.39637616,-3063.10341606
6590185.478,9195.25829188,-3275.27499553
7215521.358,8988.6944554,-3492.00825735
7900194.712,8756.75593802,-3712.57470257
8649836.013,8492.78218964,-3925.43199818
9470610.001,8202.40502152,-4136.97318217
10369266.383,7883.3738217,-4331.33577051
11353195.339,7533.86137238,-4512.98876949
12430488.296,7156.64857402,-4672.89579208
13610004.466,6755.58924261,-4804.4326121
14901443.705,6339.06029283,-4905.62678961
16315426.277,6096.53200396,-4927.97954072
17863580.192,5658.70304004,-4979.33018894
19558636.83,5229.76321199,-4992.35887011
21414535.639,4773.75784274,-4975.13369313
23446538.764,4343.96399672,-4903.76658899
25671356.563,3907.64495752,-4814.98549686
28107285.021,3519.11594118,-4668.27657122
30774356.209,3125.71780607,-4512.76915198
33694503.022,2779.63867966,-4380.82417118
36891739.544,2418.1438864,-4102.56796548
40392358.532,2163.22277365,-3892.02945861
44225147.632,1912.76977727,-3685.56520738
48421626.123,1678.84871881,-3470.52121092
53016304.116,1475.41002056,-3258.98604258
58046966.348,1289.71754698,-3050.25554346
63554982.914,1123.56210634,-2846.19652954
69585649.471,977.225900257,-2645.69246688
76188559.737,846.587047296,-2452.7931552
83418013.325,729.924648639,-2266.36580222
91333462.282,625.90637735,-2089.253949
