1000.000	7636.990	-1840.544
1059.254	7608.392	-1766.839
1122.018	7579.657	-1696.328
1188.502	7551.722	-1628.275
1258.925	7524.697	-1564.600
1333.521	7498.257	-1502.857
1412.538	7472.138	-1443.866
1496.236	7446.752	-1387.226
1584.893	7422.538	-1334.002
1678.804	7397.844	-1281.956
1778.279	7374.555	-1231.523
1883.649	7351.026	-1183.692
1995.262	7329.886	-1137.703
2113.489	7309.021	-1093.550
2238.721	7288.012	-1051.037
2371.374	7267.578	-1011.256
2511.886	7247.127	-971.521
2660.725	7229.107	-933.743
2818.383	7210.927	-896.617
2985.383	7192.163	-863.218
3162.278	7175.010	-830.097
3349.654	7158.431	-796.121
3548.134	7142.383	-767.634
3758.374	7127.852	-736.459
3981.072	7112.451	-707.991
4216.965	7097.844	-680.021
4466.836	7084.457	-652.531
4731.513	7071.355	-627.487
5011.872	7057.845	-601.237
5308.844	7046.646	-578.075
5623.413	7033.942	-554.644
5956.621	7022.792	-532.478
6309.573	7012.896	-510.359
6683.439	7002.670	-490.819
7079.458	6992.748	-471.128
7498.942	6982.970	-452.787
7943.282	6974.977	-434.087
8413.951	6966.447	-417.468
8912.509	6957.828	-398.520
9440.609	6949.573	-383.741
10000.000	6944.899	-366.392
10592.537	6935.579	-352.982
11220.185	6930.585	-337.201
11885.022	6922.708	-323.978
12589.254	6917.441	-310.979
13335.214	6911.081	-299.481
14125.375	6906.500	-286.839
14962.357	6901.315	-274.001
15848.932	6895.759	-264.325
16788.040	6890.312	-253.559
17782.794	6887.210	-243.792
18836.491	6883.463	-232.301
19952.623	6879.667	-224.045
21134.890	6876.140	-214.856
22387.211	6871.749	-208.236
23713.737	6869.448	-199.402
25118.864	6866.546	-192.174
26607.251	6864.228	-185.529
28183.829	6861.675	-178.987
29853.826	6858.849	-172.528
31622.777	6856.602	-166.675
33496.544	6854.627	-161.720
35481.339	6852.291	-156.183
37583.740	6850.771	-151.756
39810.717	6848.157	-147.540
42169.650	6848.386	-143.125
44668.359	6846.165	-139.984
47315.126	6844.457	-136.858
50118.723	6843.080	-133.055
53088.444	6841.847	-132.045
56234.133	6841.149	-130.248
59566.214	6839.529	-129.027
63095.734	6838.931	-126.495
66834.392	6837.932	-125.706
70794.578	6836.772	-124.145
74989.421	6836.470	-124.648
79432.823	6835.192	-124.198
84139.514	6834.491	-125.221
89125.094	6834.328	-126.255
94406.088	6833.919	-127.635
100000.000	6832.892	-128.745
105925.373	6832.576	-131.139
112201.845	6832.012	-133.565
118850.223	6831.809	-137.680
125892.541	6831.033	-139.127
133352.143	6829.882	-144.402
141253.754	6829.841	-147.781
149623.566	6829.502	-153.238
158489.319	6829.060	-157.162
167880.402	6828.144	-161.792
177827.941	6827.512	-169.345
188364.909	6826.894	-176.118
199526.231	6826.406	-183.769
211348.904	6825.879	-191.488
223872.114	6825.257	-199.680
237137.371	6824.424	-209.448
251188.643	6824.010	-217.639
266072.506	6822.767	-227.912
281838.293	6821.842	-240.847
298538.262	6820.796	-252.193
316227.766	6819.592	-265.636
334965.439	6817.995	-278.908
354813.389	6816.397	-293.744
375837.404	6814.601	-309.122
398107.171	6813.143	-325.141
421696.503	6810.776	-343.134
446683.592	6808.796	-361.937
473151.259	6806.227	-381.085
501187.234	6803.422	-401.515
530884.444	6800.228	-424.181
562341.325	6796.976	-447.473
595662.144	6792.918	-472.767
630957.344	6789.016	-498.585
668343.918	6783.956	-527.481
707945.784	6778.545	-556.599
749894.209	6772.466	-587.807
794328.235	6766.463	-620.444
841395.142	6759.123	-655.142
891250.938	6750.717	-692.299
944060.876	6742.075	-732.163
1000000.000	6731.842	-772.227
1059253.725	6721.355	-816.310
1122018.454	6707.696	-860.345
1188502.227	6694.225	-907.932
1258925.412	6678.685	-958.095
1333521.432	6661.953	-1012.757
1412537.545	6642.710	-1066.722
